,ZCTA Code,the_geom,polygon_geom,centroid,geojson,Positive,Total,zcta_cum.perc_pos
110,10021,"MULTIPOLYGON (((-73.95926299999999 40.759284, -73.958809 40.759913, -73.956313 40.760477, -73.958478 40.758539999999996, -73.958811 40.758255999999996, -73.959722 40.758663000000006, -73.95926299999999 40.759284)), ((-73.965148 40.775045, -73.961475 40.774324, -73.953649 40.771024, -73.951858 40.769441, -73.949253 40.768355, -73.94906999999999 40.768603, -73.948202 40.769543999999996, -73.94797299999999 40.769512, -73.95230800000002 40.764555, -73.953609 40.76347, -73.95561599999999 40.764289999999995, -73.95515999999999 40.764918, -73.968441 40.770517, -73.965148 40.775045)))","POLYGON ((-73.95926299999999 40.759284, -73.958809 40.759913, -73.956313 40.760477, -73.958478 40.758539999999996, -73.958811 40.758255999999996, -73.959722 40.758663000000006, -73.95926299999999 40.759284), (-73.965148 40.775045, -73.961475 40.774324, -73.953649 40.771024, -73.951858 40.769441, -73.949253 40.768355, -73.94906999999999 40.768603, -73.948202 40.769543999999996, -73.94797299999999 40.769512, -73.95230800000002 40.764555, -73.953609 40.76347, -73.95561599999999 40.764289999999995, -73.95515999999999 40.764918, -73.968441 40.770517, -73.965148 40.775045))",POINT (-73.95861149999999 40.7593665),"{""type"": ""Polygon"", ""coordinates"": [[[-73.95926299999999, 40.759284], [-73.958809, 40.759913], [-73.956313, 40.760477], [-73.958478, 40.758539999999996], [-73.958811, 40.758255999999996], [-73.959722, 40.758663000000006], [-73.95926299999999, 40.759284]], [[-73.965148, 40.775045], [-73.961475, 40.774324], [-73.953649, 40.771024], [-73.951858, 40.769441], [-73.949253, 40.768355], [-73.94906999999999, 40.768603], [-73.948202, 40.769543999999996], [-73.94797299999999, 40.769512], [-73.95230800000002, 40.764555], [-73.953609, 40.76347], [-73.95561599999999, 40.764289999999995], [-73.95515999999999, 40.764918], [-73.968441, 40.770517], [-73.965148, 40.775045]]]}",350,885.0,39.55
111,10029,"MULTIPOLYGON (((-73.95577800000001 40.787914, -73.94922 40.79691, -73.946462 40.800664999999995, -73.935408 40.796003999999996, -73.93266 40.795732, -73.931094 40.79409, -73.935626 40.791263, -73.939719 40.785315, -73.943604 40.78265, -73.944723 40.783246999999996, -73.944223 40.783933, -73.950434 40.786539999999995, -73.950927 40.785866, -73.95577800000001 40.787914)))","POLYGON ((-73.95577800000001 40.787914, -73.94922 40.79691, -73.946462 40.800664999999995, -73.935408 40.796003999999996, -73.93266 40.795732, -73.931094 40.79409, -73.935626 40.791263, -73.939719 40.785315, -73.943604 40.78265, -73.944723 40.783246999999996, -73.944223 40.783933, -73.950434 40.786539999999995, -73.950927 40.785866, -73.95577800000001 40.787914))",POINT (-73.94395790534539 40.7917327140773),"{""type"": ""Polygon"", ""coordinates"": [[[-73.95577800000001, 40.787914], [-73.94922, 40.79691], [-73.946462, 40.800664999999995], [-73.935408, 40.796003999999996], [-73.93266, 40.795732], [-73.931094, 40.79409], [-73.935626, 40.791263], [-73.939719, 40.785315], [-73.943604, 40.78265], [-73.944723, 40.783246999999996], [-73.944223, 40.783933], [-73.950434, 40.786539999999995], [-73.950927, 40.785866], [-73.95577800000001, 40.787914]]]}",749,1417.0,52.86
112,10469,"MULTIPOLYGON (((-73.862447 40.869622, -73.861379 40.871336, -73.86113499999999 40.874477, -73.855691 40.884212, -73.847545 40.880931, -73.843282 40.879985, -73.842738 40.879425, -73.841277 40.880317000000005, -73.838743 40.881266, -73.835189 40.875054, -73.83315999999999 40.86832, -73.829594 40.862173, -73.828372 40.860946999999996, -73.831993 40.856745, -73.83247600000001 40.8564, -73.832775 40.856952, -73.833088 40.856145, -73.835523 40.856401999999996, -73.83681899999999 40.857276999999996, -73.843295 40.85829, -73.84930899999999 40.858717999999996, -73.85663799999999 40.858118999999995, -73.861791 40.857983, -73.861498 40.867782, -73.862447 40.869622)), ((-73.872479 40.857051999999996, -73.871612 40.863777999999996, -73.872243 40.867968, -73.872162 40.870526999999996, -73.870898 40.876180999999995, -73.870148 40.878313999999996, -73.86943500000001 40.878129, -73.87056199999999 40.871511, -73.870462 40.863271999999995, -73.87084899999999 40.857291, -73.868383 40.857811999999996, -73.869327 40.856646999999995, -73.870493 40.856421, -73.871763 40.854113, -73.872479 40.857051999999996)))","POLYGON ((-73.862447 40.869622, -73.861379 40.871336, -73.86113499999999 40.874477, -73.855691 40.884212, -73.847545 40.880931, -73.843282 40.879985, -73.842738 40.879425, -73.841277 40.880317000000005, -73.838743 40.881266, -73.835189 40.875054, -73.83315999999999 40.86832, -73.829594 40.862173, -73.828372 40.860946999999996, -73.831993 40.856745, -73.83247600000001 40.8564, -73.832775 40.856952, -73.833088 40.856145, -73.835523 40.856401999999996, -73.83681899999999 40.857276999999996, -73.843295 40.85829, -73.84930899999999 40.858717999999996, -73.85663799999999 40.858118999999995, -73.861791 40.857983, -73.861498 40.867782, -73.862447 40.869622), (-73.872479 40.857051999999996, -73.871612 40.863777999999996, -73.872243 40.867968, -73.872162 40.870526999999996, -73.870898 40.876180999999995, -73.870148 40.878313999999996, -73.86943500000001 40.878129, -73.87056199999999 40.871511, -73.870462 40.863271999999995, -73.87084899999999 40.857291, -73.868383 40.857811999999996, -73.869327 40.856646999999995, -73.870493 40.856421, -73.871763 40.854113, -73.872479 40.857051999999996))",POINT (-73.84885204687501 40.869739953125),"{""type"": ""Polygon"", ""coordinates"": [[[-73.862447, 40.869622], [-73.861379, 40.871336], [-73.86113499999999, 40.874477], [-73.855691, 40.884212], [-73.847545, 40.880931], [-73.843282, 40.879985], [-73.842738, 40.879425], [-73.841277, 40.880317000000005], [-73.838743, 40.881266], [-73.835189, 40.875054], [-73.83315999999999, 40.86832], [-73.829594, 40.862173], [-73.828372, 40.860946999999996], [-73.831993, 40.856745], [-73.83247600000001, 40.8564], [-73.832775, 40.856952], [-73.833088, 40.856145], [-73.835523, 40.856401999999996], [-73.83681899999999, 40.857276999999996], [-73.843295, 40.85829], [-73.84930899999999, 40.858717999999996], [-73.85663799999999, 40.858118999999995], [-73.861791, 40.857983], [-73.861498, 40.867782], [-73.862447, 40.869622]], [[-73.872479, 40.857051999999996], [-73.871612, 40.863777999999996], [-73.872243, 40.867968], [-73.872162, 40.870526999999996], [-73.870898, 40.876180999999995], [-73.870148, 40.878313999999996], [-73.86943500000001, 40.878129], [-73.87056199999999, 40.871511], [-73.870462, 40.863271999999995], [-73.87084899999999, 40.857291], [-73.868383, 40.857811999999996], [-73.869327, 40.856646999999995], [-73.870493, 40.856421], [-73.871763, 40.854113], [-73.872479, 40.857051999999996]]]}",1381,2226.0,62.04
113,11208,"MULTIPOLYGON (((-73.889607 40.684214, -73.884517 40.686690999999996, -73.883777 40.687863, -73.87945599999999 40.691230999999995, -73.874021 40.694191, -73.868917 40.695150000000005, -73.868717 40.694621999999995, -73.866295 40.683189, -73.86410099999999 40.682373, -73.863349 40.679352, -73.862346 40.679165000000005, -73.861318 40.675021, -73.860389 40.671268999999995, -73.85763299999999 40.671656, -73.855685 40.663866999999996, -73.85843 40.663453, -73.857615 40.660119, -73.86036 40.659645999999995, -73.863171 40.658277, -73.860483 40.654658999999995, -73.85975499999999 40.654104, -73.856537 40.649916, -73.85793 40.646930999999995, -73.856298 40.644645, -73.856473 40.64367800000001, -73.861407 40.642637, -73.865885 40.64, -73.868267 40.639841, -73.87008399999999 40.644174, -73.872426 40.645351999999995, -73.873384 40.646820999999996, -73.874892 40.645095, -73.876104 40.646215, -73.878436 40.649327, -73.876197 40.65069700000001, -73.879733 40.655563, -73.87610699999999 40.657125, -73.87883400000001 40.661535, -73.88278199999999 40.668026, -73.886505 40.683349, -73.88819099999999 40.682556, -73.889607 40.684214), (-73.87518899999999 40.650275, -73.872123 40.649329, -73.866689 40.652926, -73.868093 40.656974, -73.87290300000001 40.654942999999996, -73.876751 40.652615, -73.87518899999999 40.650275)))","POLYGON ((-73.889607 40.684214, -73.884517 40.686690999999996, -73.883777 40.687863, -73.87945599999999 40.691230999999995, -73.874021 40.694191, -73.868917 40.695150000000005, -73.868717 40.694621999999995, -73.866295 40.683189, -73.86410099999999 40.682373, -73.863349 40.679352, -73.862346 40.679165000000005, -73.861318 40.675021, -73.860389 40.671268999999995, -73.85763299999999 40.671656, -73.855685 40.663866999999996, -73.85843 40.663453, -73.857615 40.660119, -73.86036 40.659645999999995, -73.863171 40.658277, -73.860483 40.654658999999995, -73.85975499999999 40.654104, -73.856537 40.649916, -73.85793 40.646930999999995, -73.856298 40.644645, -73.856473 40.64367800000001, -73.861407 40.642637, -73.865885 40.64, -73.868267 40.639841, -73.87008399999999 40.644174, -73.872426 40.645351999999995, -73.873384 40.646820999999996, -73.874892 40.645095, -73.876104 40.646215, -73.878436 40.649327, -73.876197 40.65069700000001, -73.879733 40.655563, -73.87610699999999 40.657125, -73.87883400000001 40.661535, -73.88278199999999 40.668026, -73.886505 40.683349, -73.88819099999999 40.682556, -73.889607 40.684214), (-73.87518899999999 40.650275, -73.872123 40.649329, -73.866689 40.652926, -73.868093 40.656974, -73.87290300000001 40.654942999999996, -73.876751 40.652615, -73.87518899999999 40.650275))",POINT (-73.87211596875 40.672172906250005),"{""type"": ""Polygon"", ""coordinates"": [[[-73.889607, 40.684214], [-73.884517, 40.686690999999996], [-73.883777, 40.687863], [-73.87945599999999, 40.691230999999995], [-73.874021, 40.694191], [-73.868917, 40.695150000000005], [-73.868717, 40.694621999999995], [-73.866295, 40.683189], [-73.86410099999999, 40.682373], [-73.863349, 40.679352], [-73.862346, 40.679165000000005], [-73.861318, 40.675021], [-73.860389, 40.671268999999995], [-73.85763299999999, 40.671656], [-73.855685, 40.663866999999996], [-73.85843, 40.663453], [-73.857615, 40.660119], [-73.86036, 40.659645999999995], [-73.863171, 40.658277], [-73.860483, 40.654658999999995], [-73.85975499999999, 40.654104], [-73.856537, 40.649916], [-73.85793, 40.646930999999995], [-73.856298, 40.644645], [-73.856473, 40.64367800000001], [-73.861407, 40.642637], [-73.865885, 40.64], [-73.868267, 40.639841], [-73.87008399999999, 40.644174], [-73.872426, 40.645351999999995], [-73.873384, 40.646820999999996], [-73.874892, 40.645095], [-73.876104, 40.646215], [-73.878436, 40.649327], [-73.876197, 40.65069700000001], [-73.879733, 40.655563], [-73.87610699999999, 40.657125], [-73.87883400000001, 40.661535], [-73.88278199999999, 40.668026], [-73.886505, 40.683349], [-73.88819099999999, 40.682556], [-73.889607, 40.684214]], [[-73.87518899999999, 40.650275], [-73.872123, 40.649329], [-73.866689, 40.652926], [-73.868093, 40.656974], [-73.87290300000001, 40.654942999999996], [-73.876751, 40.652615], [-73.87518899999999, 40.650275]]]}",932,1423.0,65.5
114,11103,"MULTIPOLYGON (((-73.921129 40.759974, -73.918966 40.762204, -73.92188 40.763574, -73.91643800000001 40.769729999999996, -73.914508 40.76992, -73.91431 40.771522999999995, -73.91094199999999 40.76885, -73.904187 40.76753, -73.902025 40.767417, -73.902877 40.766608, -73.90351199999999 40.76585, -73.905245 40.763687, -73.90475099999999 40.762890999999996, -73.90551099999999 40.761637, -73.90651 40.762108999999995, -73.907292 40.760281, -73.90920700000001 40.758066, -73.910684 40.758319, -73.912611 40.755970999999995, -73.911498 40.754557, -73.91257 40.753304, -73.91547299999999 40.753792, -73.916505 40.753892, -73.916073 40.754428999999995, -73.92246 40.757427, -73.921129 40.759974)))","POLYGON ((-73.921129 40.759974, -73.918966 40.762204, -73.92188 40.763574, -73.91643800000001 40.769729999999996, -73.914508 40.76992, -73.91431 40.771522999999995, -73.91094199999999 40.76885, -73.904187 40.76753, -73.902025 40.767417, -73.902877 40.766608, -73.90351199999999 40.76585, -73.905245 40.763687, -73.90475099999999 40.762890999999996, -73.90551099999999 40.761637, -73.90651 40.762108999999995, -73.907292 40.760281, -73.90920700000001 40.758066, -73.910684 40.758319, -73.912611 40.755970999999995, -73.911498 40.754557, -73.91257 40.753304, -73.91547299999999 40.753792, -73.916505 40.753892, -73.916073 40.754428999999995, -73.92246 40.757427, -73.921129 40.759974))",POINT (-73.91221181250002 40.76355218749999),"{""type"": ""Polygon"", ""coordinates"": [[[-73.921129, 40.759974], [-73.918966, 40.762204], [-73.92188, 40.763574], [-73.91643800000001, 40.769729999999996], [-73.914508, 40.76992], [-73.91431, 40.771522999999995], [-73.91094199999999, 40.76885], [-73.904187, 40.76753], [-73.902025, 40.767417], [-73.902877, 40.766608], [-73.90351199999999, 40.76585], [-73.905245, 40.763687], [-73.90475099999999, 40.762890999999996], [-73.90551099999999, 40.761637], [-73.90651, 40.762108999999995], [-73.907292, 40.760281], [-73.90920700000001, 40.758066], [-73.910684, 40.758319], [-73.912611, 40.755970999999995], [-73.911498, 40.754557], [-73.91257, 40.753304], [-73.91547299999999, 40.753792], [-73.916505, 40.753892], [-73.916073, 40.754428999999995], [-73.92246, 40.757427], [-73.921129, 40.759974]]]}",264,467.0,56.53
115,10454,"MULTIPOLYGON (((-73.931801 40.807876, -73.92644299999999 40.811507, -73.922088 40.813731, -73.92011900000001 40.812894, -73.91926699999999 40.81372700000001, -73.914474 40.811651, -73.915178 40.810427, -73.910693 40.808809, -73.910366 40.809644999999996, -73.90496 40.808531, -73.907833 40.806762, -73.902988 40.809363999999995, -73.902294 40.805935, -73.901892 40.805006999999996, -73.902497 40.804437, -73.903283 40.804691, -73.90780000000001 40.799262999999996, -73.91141000000002 40.796686, -73.913624 40.796786, -73.91986100000001 40.799352999999996, -73.921622 40.801446999999996, -73.92302200000002 40.802425, -73.92725 40.802558, -73.931801 40.807876)))","POLYGON ((-73.931801 40.807876, -73.92644299999999 40.811507, -73.922088 40.813731, -73.92011900000001 40.812894, -73.91926699999999 40.81372700000001, -73.914474 40.811651, -73.915178 40.810427, -73.910693 40.808809, -73.910366 40.809644999999996, -73.90496 40.808531, -73.907833 40.806762, -73.902988 40.809363999999995, -73.902294 40.805935, -73.901892 40.805006999999996, -73.902497 40.804437, -73.903283 40.804691, -73.90780000000001 40.799262999999996, -73.91141000000002 40.796686, -73.913624 40.796786, -73.91986100000001 40.799352999999996, -73.921622 40.801446999999996, -73.92302200000002 40.802425, -73.92725 40.802558, -73.931801 40.807876))",POINT (-73.91582131249999 40.8041431875),"{""type"": ""Polygon"", ""coordinates"": [[[-73.931801, 40.807876], [-73.92644299999999, 40.811507], [-73.922088, 40.813731], [-73.92011900000001, 40.812894], [-73.91926699999999, 40.81372700000001], [-73.914474, 40.811651], [-73.915178, 40.810427], [-73.910693, 40.808809], [-73.910366, 40.809644999999996], [-73.90496, 40.808531], [-73.907833, 40.806762], [-73.902988, 40.809363999999995], [-73.902294, 40.805935], [-73.901892, 40.805006999999996], [-73.902497, 40.804437], [-73.903283, 40.804691], [-73.90780000000001, 40.799262999999996], [-73.91141000000002, 40.796686], [-73.913624, 40.796786], [-73.91986100000001, 40.799352999999996], [-73.921622, 40.801446999999996], [-73.92302200000002, 40.802425], [-73.92725, 40.802558], [-73.931801, 40.807876]]]}",510,811.0,62.89
116,10462,"MULTIPOLYGON (((-73.87165 40.84424, -73.87118699999999 40.849978, -73.871763 40.854113, -73.870493 40.856421, -73.869327 40.856646999999995, -73.868383 40.857811999999996, -73.861791 40.857983, -73.86192 40.856783, -73.852998 40.845293, -73.851107 40.843854, -73.85521 40.842975, -73.853335 40.84247, -73.8529 40.841072, -73.845905 40.836273, -73.843232 40.835231, -73.84002799999999 40.835663, -73.839955 40.834900999999995, -73.844206 40.831339, -73.844415 40.830599, -73.84227899999999 40.831267, -73.842308 40.828799, -73.842812 40.828637, -73.84391699999999 40.828447, -73.845255 40.828463, -73.86033499999999 40.833129, -73.862721 40.833020999999995, -73.866806 40.834837, -73.862943 40.834299, -73.86355499999999 40.837865, -73.86488800000001 40.839771, -73.86393799999999 40.840044999999996, -73.864465 40.841088, -73.865167 40.842465999999995, -73.86801899999999 40.844840999999995, -73.86828299999999 40.844967000000004, -73.87040999999999 40.845405, -73.871819 40.843464999999995, -73.87165 40.84424)))","POLYGON ((-73.87165 40.84424, -73.87118699999999 40.849978, -73.871763 40.854113, -73.870493 40.856421, -73.869327 40.856646999999995, -73.868383 40.857811999999996, -73.861791 40.857983, -73.86192 40.856783, -73.852998 40.845293, -73.851107 40.843854, -73.85521 40.842975, -73.853335 40.84247, -73.8529 40.841072, -73.845905 40.836273, -73.843232 40.835231, -73.84002799999999 40.835663, -73.839955 40.834900999999995, -73.844206 40.831339, -73.844415 40.830599, -73.84227899999999 40.831267, -73.842308 40.828799, -73.842812 40.828637, -73.84391699999999 40.828447, -73.845255 40.828463, -73.86033499999999 40.833129, -73.862721 40.833020999999995, -73.866806 40.834837, -73.862943 40.834299, -73.86355499999999 40.837865, -73.86488800000001 40.839771, -73.86393799999999 40.840044999999996, -73.864465 40.841088, -73.865167 40.842465999999995, -73.86801899999999 40.844840999999995, -73.86828299999999 40.844967000000004, -73.87040999999999 40.845405, -73.871819 40.843464999999995, -73.87165 40.84424))",POINT (-73.865358 40.851522),"{""type"": ""Polygon"", ""coordinates"": [[[-73.87165, 40.84424], [-73.87118699999999, 40.849978], [-73.871763, 40.854113], [-73.870493, 40.856421], [-73.869327, 40.856646999999995], [-73.868383, 40.857811999999996], [-73.861791, 40.857983], [-73.86192, 40.856783], [-73.852998, 40.845293], [-73.851107, 40.843854], [-73.85521, 40.842975], [-73.853335, 40.84247], [-73.8529, 40.841072], [-73.845905, 40.836273], [-73.843232, 40.835231], [-73.84002799999999, 40.835663], [-73.839955, 40.834900999999995], [-73.844206, 40.831339], [-73.844415, 40.830599], [-73.84227899999999, 40.831267], [-73.842308, 40.828799], [-73.842812, 40.828637], [-73.84391699999999, 40.828447], [-73.845255, 40.828463], [-73.86033499999999, 40.833129], [-73.862721, 40.833020999999995], [-73.866806, 40.834837], [-73.862943, 40.834299], [-73.86355499999999, 40.837865], [-73.86488800000001, 40.839771], [-73.86393799999999, 40.840044999999996], [-73.864465, 40.841088], [-73.865167, 40.842465999999995], [-73.86801899999999, 40.844840999999995], [-73.86828299999999, 40.844967000000004], [-73.87040999999999, 40.845405], [-73.871819, 40.843464999999995], [-73.87165, 40.84424]]]}",1114,1979.0,56.29
117,11238,"MULTIPOLYGON (((-73.972687 40.687415, -73.97213599999999 40.689582, -73.97076400000002 40.687638, -73.96481 40.688325999999996, -73.965188 40.689782, -73.960293 40.690346, -73.96000599999999 40.688880999999995, -73.957274 40.689192, -73.957132 40.688463, -73.956841 40.686996, -73.955437 40.679958, -73.955309 40.679272999999995, -73.95300499999999 40.67881500000001, -73.955195 40.678343, -73.957974 40.670657, -73.962622 40.671628999999996, -73.960956 40.663284999999995, -73.962429 40.663125, -73.96289399999999 40.663798, -73.969662 40.672654, -73.970409 40.672616999999995, -73.97085899999999 40.67273, -73.97104999999999 40.675236999999996, -73.971904 40.676413, -73.972445 40.677161999999996, -73.97064 40.682414, -73.972773 40.682863, -73.972274 40.685443, -73.973648 40.687303, -73.972687 40.687415)))","POLYGON ((-73.972687 40.687415, -73.97213599999999 40.689582, -73.97076400000002 40.687638, -73.96481 40.688325999999996, -73.965188 40.689782, -73.960293 40.690346, -73.96000599999999 40.688880999999995, -73.957274 40.689192, -73.957132 40.688463, -73.956841 40.686996, -73.955437 40.679958, -73.955309 40.679272999999995, -73.95300499999999 40.67881500000001, -73.955195 40.678343, -73.957974 40.670657, -73.962622 40.671628999999996, -73.960956 40.663284999999995, -73.962429 40.663125, -73.96289399999999 40.663798, -73.969662 40.672654, -73.970409 40.672616999999995, -73.97085899999999 40.67273, -73.97104999999999 40.675236999999996, -73.971904 40.676413, -73.972445 40.677161999999996, -73.97064 40.682414, -73.972773 40.682863, -73.972274 40.685443, -73.973648 40.687303, -73.972687 40.687415))",POINT (-73.96384079919078 40.67912940508333),"{""type"": ""Polygon"", ""coordinates"": [[[-73.972687, 40.687415], [-73.97213599999999, 40.689582], [-73.97076400000002, 40.687638], [-73.96481, 40.688325999999996], [-73.965188, 40.689782], [-73.960293, 40.690346], [-73.96000599999999, 40.688880999999995], [-73.957274, 40.689192], [-73.957132, 40.688463], [-73.956841, 40.686996], [-73.955437, 40.679958], [-73.955309, 40.679272999999995], [-73.95300499999999, 40.67881500000001], [-73.955195, 40.678343], [-73.957974, 40.670657], [-73.962622, 40.671628999999996], [-73.960956, 40.663284999999995], [-73.962429, 40.663125], [-73.96289399999999, 40.663798], [-73.969662, 40.672654], [-73.970409, 40.672616999999995], [-73.97085899999999, 40.67273], [-73.97104999999999, 40.675236999999996], [-73.971904, 40.676413], [-73.972445, 40.677161999999996], [-73.97064, 40.682414], [-73.972773, 40.682863], [-73.972274, 40.685443], [-73.973648, 40.687303], [-73.972687, 40.687415]]]}",407,716.0,56.84
118,10475,"MULTIPOLYGON (((-73.838743 40.881266, -73.833244 40.884344999999996, -73.825248 40.886815999999996, -73.823752 40.887831999999996, -73.81971899999999 40.890206, -73.815165 40.888999, -73.815339 40.886986, -73.81541299999999 40.886655, -73.81936 40.885726, -73.819814 40.885574, -73.819926 40.88212, -73.823296 40.873098, -73.82126699999999 40.869071, -73.816341 40.8661, -73.816752 40.864543999999995, -73.817557 40.863588, -73.81880699999999 40.862482, -73.82076599999999 40.860081, -73.818005 40.861081999999996, -73.814859 40.861135999999995, -73.814857 40.85837, -73.81863799999999 40.856778, -73.81657942773289 40.85350069796291, -73.81664099999999 40.853487, -73.8161524601055 40.851023059662595, -73.815928 40.849891, -73.8157684139579 40.849729571399294, -73.815674 40.848855, -73.820484 40.848501, -73.824957 40.846105, -73.825493 40.845836999999996, -73.826911 40.85059, -73.826157 40.855582, -73.828372 40.860946999999996, -73.829594 40.862173, -73.83315999999999 40.86832, -73.835189 40.875054, -73.838743 40.881266)))","POLYGON ((-73.838743 40.881266, -73.833244 40.884344999999996, -73.825248 40.886815999999996, -73.823752 40.887831999999996, -73.81971899999999 40.890206, -73.815165 40.888999, -73.815339 40.886986, -73.81541299999999 40.886655, -73.81936 40.885726, -73.819814 40.885574, -73.819926 40.88212, -73.823296 40.873098, -73.82126699999999 40.869071, -73.816341 40.8661, -73.816752 40.864543999999995, -73.817557 40.863588, -73.81880699999999 40.862482, -73.82076599999999 40.860081, -73.818005 40.861081999999996, -73.814859 40.861135999999995, -73.814857 40.85837, -73.81863799999999 40.856778, -73.81657942773289 40.85350069796291, -73.81664099999999 40.853487, -73.8161524601055 40.851023059662595, -73.815928 40.849891, -73.8157684139579 40.849729571399294, -73.815674 40.848855, -73.820484 40.848501, -73.824957 40.846105, -73.825493 40.845836999999996, -73.826911 40.85059, -73.826157 40.855582, -73.828372 40.860946999999996, -73.829594 40.862173, -73.83315999999999 40.86832, -73.835189 40.875054, -73.838743 40.881266))",POINT (-73.82866609375 40.87830703124998),"{""type"": ""Polygon"", ""coordinates"": [[[-73.838743, 40.881266], [-73.833244, 40.884344999999996], [-73.825248, 40.886815999999996], [-73.823752, 40.887831999999996], [-73.81971899999999, 40.890206], [-73.815165, 40.888999], [-73.815339, 40.886986], [-73.81541299999999, 40.886655], [-73.81936, 40.885726], [-73.819814, 40.885574], [-73.819926, 40.88212], [-73.823296, 40.873098], [-73.82126699999999, 40.869071], [-73.816341, 40.8661], [-73.816752, 40.864543999999995], [-73.817557, 40.863588], [-73.81880699999999, 40.862482], [-73.82076599999999, 40.860081], [-73.818005, 40.861081999999996], [-73.814859, 40.861135999999995], [-73.814857, 40.85837], [-73.81863799999999, 40.856778], [-73.81657942773289, 40.85350069796291], [-73.81664099999999, 40.853487], [-73.8161524601055, 40.851023059662595], [-73.815928, 40.849891], [-73.8157684139579, 40.849729571399294], [-73.815674, 40.848855], [-73.820484, 40.848501], [-73.824957, 40.846105], [-73.825493, 40.845836999999996], [-73.826911, 40.85059], [-73.826157, 40.855582], [-73.828372, 40.860946999999996], [-73.829594, 40.862173], [-73.83315999999999, 40.86832], [-73.835189, 40.875054], [-73.838743, 40.881266]]]}",813,1431.0,56.81
119,11104,"MULTIPOLYGON (((-73.927635 40.736596999999996, -73.925467 40.747431999999996, -73.92079799999999 40.746891, -73.920273 40.749508, -73.909847 40.751636999999995, -73.90990000000001 40.749086999999996, -73.91015900000001 40.748501999999995, -73.914693 40.748905, -73.915566 40.744579, -73.914949 40.742908, -73.916887 40.742787, -73.92304 40.740435999999995, -73.92397199999999 40.735783999999995, -73.925769 40.736278, -73.927635 40.736596999999996)))","POLYGON ((-73.927635 40.736596999999996, -73.925467 40.747431999999996, -73.92079799999999 40.746891, -73.920273 40.749508, -73.909847 40.751636999999995, -73.90990000000001 40.749086999999996, -73.91015900000001 40.748501999999995, -73.914693 40.748905, -73.915566 40.744579, -73.914949 40.742908, -73.916887 40.742787, -73.92304 40.740435999999995, -73.92397199999999 40.735783999999995, -73.925769 40.736278, -73.927635 40.736596999999996))",POINT (-73.92317634375 40.74420590624999),"{""type"": ""Polygon"", ""coordinates"": [[[-73.927635, 40.736596999999996], [-73.925467, 40.747431999999996], [-73.92079799999999, 40.746891], [-73.920273, 40.749508], [-73.909847, 40.751636999999995], [-73.90990000000001, 40.749086999999996], [-73.91015900000001, 40.748501999999995], [-73.914693, 40.748905], [-73.915566, 40.744579], [-73.914949, 40.742908], [-73.916887, 40.742787], [-73.92304, 40.740435999999995], [-73.92397199999999, 40.735783999999995], [-73.925769, 40.736278], [-73.927635, 40.736596999999996]]]}",243,399.0,60.9
